row_id,spell_id,spell_name,type,class,current_category,proposed_category,specs,applications,players,context,confidence,proposal_key,decision,decision_notes
R0462,1296714,Faith in Ula'tek,addition,ALL,,consumables,DRUID Balance 846/3; MAGE Arcane 193/6; PALADIN Retribution 157/5; HUNTER Beast Mastery 133/5; WARRIOR Arms 117/4; DEATHKNIGHT Blood 103/3; HUNTER Survival 98/2; DEMONHUNTER Devourer 80/2; PALADIN Protection 65/2; EVOKER Devastation 63/2; WARLOCK Demonology 46/2; EVOKER Augmentation 44/1; SHAMAN Elemental 44/2; PRIEST Shadow 43/1; DEATHKNIGHT Unholy 42/1; DEMONHUNTER Havoc 40/1; DRUID Restoration 38/1; MONK Windwalker 38/1; WARLOCK Affliction 37/1; PALADIN Holy 35/1; SHAMAN Restoration 33/1; DRUID Feral 32/1; PRIEST Holy 26/1; ROGUE Outlaw 9/1,2362,50,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 2362 applications / 50 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|faith in ula'tek|1296714,Rejected,I want to delete the consumables category altogether
R0463,1287770,Rune of the Versatile Warrior,addition,ALL,,consumables,DRUID Guardian 340/8; DEATHKNIGHT Blood 334/7; MONK Brewmaster 262/4; MAGE Arcane 196/4; DEMONHUNTER Devourer 118/1; SHAMAN Restoration 113/2; WARRIOR Protection 111/2; PALADIN Protection 97/2; WARRIOR Arms 88/2; PRIEST Holy 82/1; PALADIN Holy 81/1; ROGUE Outlaw 69/1; HUNTER Beast Mastery 62/1; PRIEST Shadow 60/1; MONK Mistweaver 53/1; PALADIN Retribution 52/1; DEATHKNIGHT Frost 51/1; DRUID Feral 49/1; DEMONHUNTER Vengeance 40/1; MAGE Frost 21/1; MONK Windwalker 7/1,2286,44,"Applied by 11 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARRIOR) with 2286 applications / 44 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|rune of the versatile warrior|1287770,Rejected,I want to delete the consumables category altogether
R0464,1258223,Nalorakk's Rage,addition,ALL,,consumables,DEATHKNIGHT Blood 1523/7; WARRIOR Arms 206/6; PALADIN Retribution 178/5; DEATHKNIGHT Unholy 146/3; PALADIN Protection 64/3,2117,24,"Applied by 3 classes (DEATHKNIGHT, PALADIN, WARRIOR) with 2117 applications / 24 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|nalorakk's rage|1258223,Rejected,I want to delete the consumables category altogether
R0465,1317581,Venomcursed Ascendance,addition,ALL,,consumables,SHAMAN Restoration 484/3; MAGE Arcane 222/4; DEMONHUNTER Devourer 117/2; PALADIN Holy 116/3; SHAMAN Elemental 108/4; PRIEST Holy 105/3; ROGUE Outlaw 103/3; DEATHKNIGHT Blood 88/3; HUNTER Beast Mastery 78/4; PALADIN Retribution 72/3; DEATHKNIGHT Unholy 71/2; DEATHKNIGHT Frost 69/2; DRUID Balance 69/2; EVOKER Devastation 62/2; PRIEST Shadow 58/2; DEMONHUNTER Vengeance 38/1; DRUID Restoration 38/1; EVOKER Preservation 36/1; DRUID Guardian 31/1; WARRIOR Arms 31/1; WARRIOR Protection 29/1; ROGUE Assassination 26/1; WARLOCK Demonology 26/1; PALADIN Protection 21/1,2098,51,"Applied by 12 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 2098 applications / 51 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|venomcursed ascendance|1317581,Rejected,I want to delete the consumables category altogether
R0466,1297655,Jan'alai's Rite,addition,ALL,,consumables,MAGE Arcane 468/20; WARRIOR Arms 256/14; DRUID Balance 215/6; HUNTER Beast Mastery 200/19; MONK Windwalker 160/7; ROGUE Assassination 113/10; PALADIN Holy 68/4; PALADIN Retribution 60/17; DEMONHUNTER Devourer 45/4; SHAMAN Elemental 44/7; WARLOCK Demonology 40/6; PALADIN Protection 34/1; DEMONHUNTER Havoc 32/6; PRIEST Shadow 31/4; ROGUE Outlaw 28/2; ROGUE Subtlety 21/1; EVOKER Devastation 15/1; SHAMAN Enhancement 13/4; DEMONHUNTER Vengeance 11/2; WARLOCK Affliction 10/1; HUNTER Marksmanship 7/2; EVOKER Preservation 6/1; WARLOCK Destruction 6/1; MAGE Frost 5/1; PRIEST Holy 5/2; DRUID Feral 4/1,1897,143,"Applied by 12 classes (DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1897 applications / 143 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|jan'alai's rite|1297655,Rejected,I want to delete the consumables category altogether
R0467,1263768,Light's Blessing,addition,ALL,,consumables,MAGE Arcane 266/8; DEMONHUNTER Havoc 260/3; HUNTER Beast Mastery 239/7; DRUID Restoration 146/7; PALADIN Holy 104/6; PRIEST Holy 82/5; MONK Mistweaver 77/2; PRIEST Shadow 64/3; DRUID Guardian 62/2; EVOKER Devastation 56/2; WARLOCK Demonology 47/3; SHAMAN Elemental 46/1; MAGE Fire 42/1; WARLOCK Destruction 42/1; WARLOCK Affliction 41/1; DRUID Feral 39/1; MAGE Frost 39/1; DEMONHUNTER Devourer 36/1; SHAMAN Enhancement 34/1; DRUID Balance 33/1; ROGUE Outlaw 24/1; EVOKER Preservation 17/1; MONK Windwalker 8/1,1804,60,"Applied by 11 classes (DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK) with 1804 applications / 60 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|light's blessing|1263768,Rejected,I want to delete the consumables category altogether
R0468,1258534,Void Suffusion,addition,ALL,,consumables,SHAMAN Restoration 1517/1; SHAMAN Elemental 60/1; PRIEST Discipline 32/1; DRUID Restoration 31/1; PALADIN Holy 28/1,1668,4,"Applied by 4 classes (DRUID, PALADIN, PRIEST, SHAMAN) with 1668 applications / 4 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|void suffusion|1258534,Rejected,I want to delete the consumables category altogether
R0469,1250533,Freightrunner's Flask,addition,ALL,,consumables,MAGE Arcane 373/27; DEMONHUNTER Devourer 167/12; HUNTER Beast Mastery 133/10; DRUID Balance 107/3; MONK Windwalker 106/6; PALADIN Holy 99/7; WARLOCK Destruction 86/2; WARLOCK Demonology 82/8; PRIEST Shadow 58/5; SHAMAN Elemental 58/6; SHAMAN Restoration 42/5; PRIEST Holy 31/5; HUNTER Survival 29/2; ROGUE Subtlety 27/2; PRIEST Discipline 23/2; ROGUE Assassination 22/2; PALADIN Retribution 18/1; WARLOCK Affliction 17/1; DRUID Guardian 15/1; MAGE Fire 13/1; SHAMAN Enhancement 11/1; DEMONHUNTER Vengeance 9/1; ROGUE Outlaw 9/1; DRUID Restoration 7/2; EVOKER Preservation 3/1; MONK Mistweaver 1/1,1546,115,"Applied by 11 classes (DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK) with 1546 applications / 115 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|freightrunner's flask|1250533,Rejected,I want to delete the consumables category altogether
R0470,1236616,Light's Potential,addition,ALL,,consumables,MAGE Arcane 188/44; PALADIN Retribution 143/49; HUNTER Beast Mastery 142/40; WARLOCK Demonology 140/38; SHAMAN Elemental 119/33; WARRIOR Arms 79/25; MAGE Frost 69/22; PRIEST Shadow 62/19; ROGUE Assassination 38/11; DEATHKNIGHT Unholy 37/13; PALADIN Protection 37/13; ROGUE Subtlety 37/12; DRUID Balance 36/14; DRUID Guardian 34/9; HUNTER Survival 34/7; DEATHKNIGHT Frost 32/12; DRUID Feral 29/9; DEMONHUNTER Havoc 26/11; DEMONHUNTER Devourer 23/6; MONK Brewmaster 22/9; HUNTER Marksmanship 19/6; DEATHKNIGHT Blood 18/9; ROGUE Outlaw 16/5; EVOKER Devastation 14/4; WARLOCK Affliction 13/5; MONK Windwalker 12/5; EVOKER Augmentation 11/3; PRIEST Holy 11/4; SHAMAN Restoration 11/4; WARLOCK Destruction 11/3; WARRIOR Protection 11/4; DEMONHUNTER Vengeance 9/4; WARRIOR Fury 9/5; MAGE Fire 8/2; SHAMAN Enhancement 8/5; PALADIN Holy 6/2; PRIEST Discipline 6/2; MONK Mistweaver 5/3,1525,468,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1525 applications / 468 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|light's potential|1236616,Rejected,I want to delete the consumables category altogether
R0471,1252524,Blessing of the Capybara,addition,ALL,,consumables,PALADIN Retribution 480/27; MONK Brewmaster 242/15; MONK Windwalker 231/15; DEATHKNIGHT Frost 104/5; PALADIN Protection 86/4; DEATHKNIGHT Blood 65/4; DEMONHUNTER Vengeance 64/3; SHAMAN Elemental 52/3; DEMONHUNTER Devourer 37/3; MAGE Frost 35/2; SHAMAN Enhancement 24/1; WARLOCK Affliction 24/2; HUNTER Beast Mastery 22/2; EVOKER Devastation 14/1; DRUID Balance 11/1; DRUID Guardian 11/1; PALADIN Holy 6/1; DEATHKNIGHT Unholy 3/1,1511,91,"Applied by 10 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, SHAMAN, WARLOCK) with 1511 applications / 91 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|blessing of the capybara|1252524,Rejected,I want to delete the consumables category altogether
R0472,1264404,Cosmic Siphon,addition,ALL,,consumables,DRUID Balance 640/3; MAGE Arcane 339/9; WARLOCK Demonology 161/7; WARLOCK Destruction 84/2; EVOKER Devastation 61/2; SHAMAN Elemental 47/1; PRIEST Discipline 38/1; MAGE Frost 36/1; WARLOCK Affliction 36/1; PRIEST Holy 19/1; SHAMAN Restoration 6/1,1467,29,"Applied by 6 classes (DRUID, EVOKER, MAGE, PRIEST, SHAMAN, WARLOCK) with 1467 applications / 29 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|cosmic siphon|1264404,Rejected,I want to delete the consumables category altogether
R0473,1250508,Emberwing Heatwave,addition,ALL,,consumables,WARLOCK Demonology 367/38; DEMONHUNTER Devourer 170/20; SHAMAN Elemental 142/20; MAGE Frost 133/16; MAGE Arcane 84/11; DRUID Balance 81/8; PRIEST Shadow 62/6; WARLOCK Affliction 60/8; DRUID Feral 48/5; HUNTER Beast Mastery 43/6; PRIEST Discipline 29/4; DEMONHUNTER Vengeance 27/4; EVOKER Devastation 26/3; SHAMAN Restoration 26/4; PALADIN Holy 25/4; MONK Mistweaver 24/4; DRUID Guardian 22/3; SHAMAN Enhancement 21/3; EVOKER Augmentation 19/2; HUNTER Marksmanship 12/1; MAGE Fire 11/2; PRIEST Holy 8/1; WARLOCK Destruction 8/1; MONK Windwalker 7/1; ROGUE Assassination 3/1; DRUID Restoration 2/1,1460,177,"Applied by 11 classes (DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK) with 1460 applications / 177 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|emberwing heatwave|1250508,Rejected,I want to delete the consumables category altogether
R0474,1307927,Venomcursed Haste,addition,ALL,,consumables,DRUID Balance 830/3; ROGUE Outlaw 106/4; PALADIN Protection 77/2; DRUID Restoration 71/2; DEATHKNIGHT Frost 64/2; DRUID Guardian 61/2; MONK Windwalker 58/2; DEMONHUNTER Devourer 42/2; ROGUE Subtlety 40/1; DEMONHUNTER Havoc 34/1; ROGUE Assassination 24/1,1407,22,"Applied by 6 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, MONK, PALADIN, ROGUE) with 1407 applications / 22 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|venomcursed haste|1307927,Rejected,I want to delete the consumables category altogether
R0475,383781,Algeth'ar Puzzle,addition,ALL,,consumables,PALADIN Retribution 331/48; HUNTER Beast Mastery 241/32; DEMONHUNTER Havoc 163/23; DEATHKNIGHT Unholy 88/14; MONK Windwalker 76/12; HUNTER Marksmanship 73/10; DRUID Feral 58/9; HUNTER Survival 50/7; SHAMAN Enhancement 45/6; WARRIOR Arms 37/6; ROGUE Subtlety 35/5; PALADIN Protection 23/5; DRUID Guardian 21/4; WARRIOR Fury 20/3; ROGUE Assassination 15/2; DEATHKNIGHT Frost 10/1; DEATHKNIGHT Blood 6/4; DEMONHUNTER Devourer 5/1; MONK Brewmaster 1/1; WARRIOR Protection 1/1,1299,193,"Applied by 9 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, HUNTER, MONK, PALADIN, ROGUE, SHAMAN, WARRIOR) with 1299 applications / 193 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|algeth'ar puzzle|383781,Rejected,I want to delete the consumables category altogether
R0476,1293316,Empowering Venom,addition,ALL,,consumables,SHAMAN Elemental 161/15; WARLOCK Demonology 153/16; MAGE Arcane 120/10; WARRIOR Arms 116/13; PALADIN Retribution 92/8; DRUID Balance 78/9; HUNTER Beast Mastery 51/6; MONK Windwalker 48/5; PRIEST Shadow 39/4; DRUID Guardian 38/5; DEMONHUNTER Devourer 36/4; EVOKER Devastation 32/3; DEATHKNIGHT Blood 26/4; PALADIN Holy 23/3; WARRIOR Protection 23/2; PALADIN Protection 21/3; ROGUE Assassination 21/2; PRIEST Holy 18/2; SHAMAN Enhancement 16/2; HUNTER Survival 15/1; DEMONHUNTER Havoc 13/1; MONK Brewmaster 11/1; WARLOCK Destruction 11/1; WARRIOR Fury 11/1; WARLOCK Affliction 10/1; DRUID Feral 9/1; DEATHKNIGHT Frost 5/1; SHAMAN Restoration 2/1; MONK Mistweaver 1/1,1200,125,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1200 applications / 125 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|empowering venom|1293316,Rejected,I want to delete the consumables category altogether
R0477,1259317,Riftwalker's Temptation,addition,ALL,,consumables,WARLOCK Demonology 204/6; MAGE Frost 147/6; DEMONHUNTER Devourer 134/4; EVOKER Preservation 117/3; PALADIN Holy 116/3; SHAMAN Restoration 81/2; SHAMAN Elemental 73/2; DRUID Restoration 56/1; DRUID Balance 53/2; PRIEST Holy 44/1; MAGE Arcane 43/1; MONK Mistweaver 41/1; PRIEST Shadow 25/1,1134,33,"Applied by 9 classes (DEMONHUNTER, DRUID, EVOKER, MAGE, MONK, PALADIN, PRIEST, SHAMAN, WARLOCK) with 1134 applications / 33 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|riftwalker's temptation|1259317,Rejected,I want to delete the consumables category altogether
R0478,1262753,Heart of Ancient Hunger,addition,ALL,,consumables,WARRIOR Arms 203/9; WARRIOR Fury 168/6; DEATHKNIGHT Blood 164/6; PALADIN Protection 160/6; PALADIN Retribution 158/6; DEATHKNIGHT Unholy 152/6; WARRIOR Protection 127/6,1132,43,"Applied by 3 classes (DEATHKNIGHT, PALADIN, WARRIOR) with 1132 applications / 43 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|heart of ancient hunger|1262753,Rejected,I want to delete the consumables category altogether
R0479,1307910,Venomcursed Critical Strike,addition,ALL,,consumables,PALADIN Protection 883/2; DEATHKNIGHT Blood 74/2; HUNTER Beast Mastery 68/3; WARRIOR Arms 31/1; DEATHKNIGHT Unholy 29/1,1085,9,"Applied by 4 classes (DEATHKNIGHT, HUNTER, PALADIN, WARRIOR) with 1085 applications / 9 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|venomcursed critical strike|1307910,Rejected,I want to delete the consumables category altogether
R0480,1266403,Sacred Duty,addition,ALL,,consumables,DRUID Balance 310/1; MAGE Frost 144/10; WARLOCK Demonology 97/7; HUNTER Beast Mastery 91/7; SHAMAN Elemental 71/3; WARLOCK Affliction 49/3; MAGE Arcane 41/2; EVOKER Devastation 40/3; WARLOCK Destruction 38/2; DEMONHUNTER Devourer 37/3; ROGUE Outlaw 27/1; DRUID Feral 19/1; PRIEST Shadow 18/1; HUNTER Survival 16/2; HUNTER Marksmanship 15/2; PALADIN Holy 15/2; SHAMAN Enhancement 12/1; ROGUE Subtlety 11/1; DRUID Guardian 10/1; PALADIN Retribution 9/1; MONK Windwalker 8/1; SHAMAN Restoration 6/1,1084,55,"Applied by 11 classes (DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK) with 1084 applications / 55 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|sacred duty|1266403,Rejected,I want to delete the consumables category altogether
R0481,1255226,Withered Saptor's Paw,addition,ALL,,consumables,PALADIN Retribution 231/8; WARRIOR Arms 210/4; WARRIOR Fury 98/4; WARRIOR Protection 95/3; HUNTER Beast Mastery 60/5; MONK Windwalker 59/3; HUNTER Survival 52/2; SHAMAN Enhancement 52/3; ROGUE Subtlety 48/2; ROGUE Outlaw 40/1; DEMONHUNTER Havoc 32/2; DRUID Guardian 25/1; DEATHKNIGHT Unholy 23/1; DRUID Feral 22/1; DEMONHUNTER Devourer 15/1; PALADIN Protection 10/1; HUNTER Marksmanship 9/1,1081,43,"Applied by 9 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, HUNTER, MONK, PALADIN, ROGUE, SHAMAN, WARRIOR) with 1081 applications / 43 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|withered saptor's paw|1255226,Rejected,I want to delete the consumables category altogether
R0482,1272482,Cosmic Bell,addition,ALL,,consumables,MONK Mistweaver 1033/1; PRIEST Discipline 23/1; EVOKER Preservation 10/1; SHAMAN Elemental 6/1; PRIEST Holy 5/1,1077,5,"Applied by 4 classes (EVOKER, MONK, PRIEST, SHAMAN) with 1077 applications / 5 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|cosmic bell|1272482,Rejected,I want to delete the consumables category altogether
R0483,1241530,Adroit Intuition,addition,ALL,,consumables,PRIEST Discipline 493/12; PRIEST Shadow 254/8; PRIEST Holy 202/5; MAGE Frost 52/1; MAGE Arcane 43/1; WARLOCK Affliction 7/1,1051,28,"Applied by 3 classes (MAGE, PRIEST, WARLOCK) with 1051 applications / 28 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|adroit intuition|1241530,Rejected,I want to delete the consumables category altogether
R0484,1238467,Thorn Bloom,addition,ALL,,consumables,SHAMAN Restoration 535/6; DRUID Guardian 126/6; SHAMAN Elemental 75/3; HUNTER Beast Mastery 63/4; DRUID Balance 59/3; DRUID Feral 55/3; WARRIOR Fury 33/2; ROGUE Subtlety 24/2; WARRIOR Arms 15/2; DRUID Restoration 12/2; WARRIOR Protection 10/1; MONK Brewmaster 8/1; WARLOCK Demonology 8/1; MAGE Arcane 3/1,1026,35,"Applied by 8 classes (DRUID, HUNTER, MAGE, MONK, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1026 applications / 35 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|thorn bloom|1238467,Rejected,I want to delete the consumables category altogether
R0485,1308013,50-Lb Midnight Salmon,addition,ALL,,consumables,MAGE Arcane 154/14; WARLOCK Demonology 114/10; SHAMAN Elemental 98/9; HUNTER Beast Mastery 80/6; PALADIN Retribution 65/5; PRIEST Holy 54/4; PALADIN Holy 51/4; EVOKER Devastation 49/4; DRUID Restoration 39/3; DRUID Balance 37/3; WARRIOR Arms 35/3; PRIEST Shadow 34/3; DEATHKNIGHT Unholy 25/2; DRUID Guardian 24/2; ROGUE Outlaw 24/2; MONK Windwalker 21/1; ROGUE Assassination 20/2; EVOKER Augmentation 13/1; SHAMAN Restoration 13/1; DEATHKNIGHT Blood 12/1; DEATHKNIGHT Frost 12/1; HUNTER Marksmanship 11/1; WARLOCK Affliction 11/1; SHAMAN Enhancement 10/1; DEMONHUNTER Devourer 8/1,1014,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1014 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|50-lb midnight salmon|1308013,Rejected,I want to delete the consumables category altogether
R0486,1308012,Slick and Slimy Gralstone,addition,ALL,,consumables,MAGE Arcane 150/14; WARLOCK Demonology 117/10; SHAMAN Elemental 100/9; HUNTER Beast Mastery 76/6; PALADIN Retribution 63/5; PRIEST Holy 52/4; PALADIN Holy 50/4; EVOKER Devastation 47/4; DRUID Restoration 39/3; DRUID Balance 38/3; PRIEST Shadow 36/3; WARRIOR Arms 36/3; DEATHKNIGHT Unholy 27/2; ROGUE Outlaw 25/2; DRUID Guardian 24/2; MONK Windwalker 22/1; ROGUE Assassination 19/2; SHAMAN Restoration 13/1; DEATHKNIGHT Frost 12/1; EVOKER Augmentation 12/1; DEATHKNIGHT Blood 11/1; HUNTER Marksmanship 11/1; WARLOCK Affliction 11/1; SHAMAN Enhancement 10/1; DEMONHUNTER Devourer 9/1,1010,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1010 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|slick and slimy gralstone|1308012,Rejected,I want to delete the consumables category altogether
R0487,1306870,Tattered Tortollan Scroll,addition,ALL,,consumables,MAGE Arcane 153/14; WARLOCK Demonology 112/10; SHAMAN Elemental 101/9; HUNTER Beast Mastery 80/6; PALADIN Retribution 60/5; PRIEST Holy 53/4; PALADIN Holy 52/4; EVOKER Devastation 50/4; DRUID Restoration 38/3; WARRIOR Arms 36/3; DRUID Balance 35/3; PRIEST Shadow 32/3; DEATHKNIGHT Unholy 26/2; DRUID Guardian 25/2; ROGUE Outlaw 23/2; MONK Windwalker 22/1; ROGUE Assassination 20/2; DEATHKNIGHT Frost 13/1; DEATHKNIGHT Blood 12/1; EVOKER Augmentation 12/1; SHAMAN Restoration 12/1; SHAMAN Enhancement 11/1; WARLOCK Affliction 11/1; HUNTER Marksmanship 10/1; DEMONHUNTER Devourer 8/1,1007,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1007 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|tattered tortollan scroll|1306870,Rejected,I want to delete the consumables category altogether
R0488,1292299,Seriously Sharp Seashell,addition,ALL,,consumables,MAGE Arcane 149/14; WARLOCK Demonology 116/10; SHAMAN Elemental 99/9; HUNTER Beast Mastery 79/6; PALADIN Retribution 64/5; PALADIN Holy 52/4; PRIEST Holy 49/4; EVOKER Devastation 48/4; DRUID Restoration 40/3; WARRIOR Arms 35/3; DRUID Balance 34/3; PRIEST Shadow 34/3; DEATHKNIGHT Unholy 26/2; ROGUE Outlaw 25/2; DRUID Guardian 23/2; MONK Windwalker 21/1; ROGUE Assassination 20/2; DEATHKNIGHT Blood 13/1; EVOKER Augmentation 13/1; SHAMAN Restoration 13/1; DEATHKNIGHT Frost 11/1; WARLOCK Affliction 11/1; HUNTER Marksmanship 10/1; SHAMAN Enhancement 10/1; DEMONHUNTER Devourer 9/1,1004,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 1004 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|seriously sharp seashell|1292299,Rejected,I want to delete the consumables category altogether
R0489,1308014,Rotting Voidfin,addition,ALL,,consumables,MAGE Arcane 145/14; WARLOCK Demonology 114/10; SHAMAN Elemental 100/9; HUNTER Beast Mastery 76/6; PALADIN Retribution 60/5; PALADIN Holy 52/4; PRIEST Holy 51/4; EVOKER Devastation 47/4; DRUID Restoration 39/3; WARRIOR Arms 38/3; DRUID Balance 34/3; PRIEST Shadow 33/3; DEATHKNIGHT Unholy 26/2; ROGUE Outlaw 25/2; DRUID Guardian 24/2; MONK Windwalker 22/1; ROGUE Assassination 17/2; EVOKER Augmentation 13/1; DEATHKNIGHT Blood 12/1; DEATHKNIGHT Frost 12/1; SHAMAN Restoration 12/1; SHAMAN Enhancement 11/1; WARLOCK Affliction 11/1; DEMONHUNTER Devourer 9/1; HUNTER Marksmanship 9/1,992,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 992 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|rotting voidfin|1308014,Rejected,I want to delete the consumables category altogether
R0490,1292300,Brittle Torga Totem,addition,ALL,,consumables,MAGE Arcane 141/14; WARLOCK Demonology 107/10; SHAMAN Elemental 100/9; HUNTER Beast Mastery 77/6; PALADIN Retribution 62/5; PALADIN Holy 52/4; PRIEST Holy 52/4; EVOKER Devastation 48/4; DRUID Restoration 38/3; DRUID Balance 37/3; PRIEST Shadow 33/3; WARRIOR Arms 32/3; DEATHKNIGHT Unholy 25/2; DRUID Guardian 25/2; ROGUE Outlaw 24/2; MONK Windwalker 23/1; ROGUE Assassination 19/2; EVOKER Augmentation 13/1; SHAMAN Restoration 13/1; DEATHKNIGHT Frost 11/1; HUNTER Marksmanship 11/1; SHAMAN Enhancement 11/1; DEATHKNIGHT Blood 10/1; WARLOCK Affliction 9/1; DEMONHUNTER Devourer 7/1,980,85,"Applied by 13 classes (DEATHKNIGHT, DEMONHUNTER, DRUID, EVOKER, HUNTER, MAGE, MONK, PALADIN, PRIEST, ROGUE, SHAMAN, WARLOCK, WARRIOR) with 980 applications / 85 players; not in any of their player-castable spell pools, so an item or consumable effect → Consumables (rule R8).",high,addition|consumables|ALL|brittle torga totem|1292300,Rejected,I want to delete the consumables category altogether
